Category,Headline,Summary,Date
sports,"Shubman Gill scores maiden Champions Trophy century, his 8th overall, to guide IND to victory vs BAN","Gill, who recently scored a century and two fifties in the England series, brought up his milestone in 125 balls in an innings peppered with 9 boundaries and 2 sixes.","FEBRUARY 20, 2025 21:53 IST"
sports,Concussion substitute controversy in Ranji semifinal: Kerala upset with Ravi Bishnoi’s replacement by a seam-bowling allrounder,"Kerala off-spinner Jalaj Saxena was miffed on Thursday with the ""unfair"" replacement of Gujarat’s concussed leg-spinner Ravi Bishnoi by seam-bowling all-rounder Hemang Patel.","FEBRUARY 21, 2025 09:11 IST"
sports,Kerala fight before Gujarat fight back to leave Ranji semi-final in a cliffhanger,Jaymeet Patel revives Gujarat from 357 for 7 to just 29-run short of first-innings lead with three wickets intact.,"FEBRUARY 21, 2025 09:11 IST"
sports,Express Exclusive: Pullela Gopichand explains why he said don’t play sport unless you’re rich or poor,Gopichand wants young players from middle-class to pursue education and details how India is not equipped to handle alternate careers for sports people who don’t make it big.,"FEBRUARY 21, 2025 19:30 IST"
sports,Yash Rathod’s fifth Ranji ton and Wadkar’s gritty fifty leave Mumbai gasping in Ranji Trophy semifinal,Vidarbha are seven wickets away while Mumbai need 323 runs to enter the final.,"FEBRUARY 21, 2025 09:08 IST"
sports,IND vs PAK: When young Yuvraj Singh was sledged by Shahid Afridi and responded with 50 in World Cup,"The incident happened in 2003, when India and Pakistan met in a Cricket World Cup game in South Africa's Centurion. In that game, Afridi had also sledged Sachin Tendulkar who had battled cramps to score 98.","FEBRUARY 20, 2025 20:18 IST"
sports,"Hockey India League likely to be held in multiple cities, shorter duration next season","Sources said that apart from Rourkela, which hosted men's HIL, and Ranchi, where the women’s HIL was held, New Delhi, Lucknow, and Chennai could be under consideration moving forward.","FEBRUARY 21, 2025 10:48 IST"
sports,"Rohit Sharma becomes second fastest to complete 11,000 runs in ODI cricket","The seasoned opener reached the mark in his 270th game, and is the second fastest behind Kohli to cross 11,000 runs in terms of innings.","FEBRUARY 20, 2025 19:52 IST"
sports,"Champions Trophy | STAT ALERT: Mohammed Shami reaches 200 ODI wickets and 60 wickets in ICC events, here’s a look at his stunning record","Champions Trophy 2025: During IND vs BAN, Shami became the fastest Indian bowler to get to the milestone in terms of matches played, comfortably smashing the record held by Ajit Agarkar who did so in 132 matches","FEBRUARY 20, 2025 19:28 IST"
sports,Champions Trophy: India left to rue dropped chances as Jaker Ali and Towhid Hridoy dig Bangladesh out of hole,"Bangladesh batters Jaker Ali and Towhid Hridoy made the most of their second lives, steadying the Bangladesh innings after the team was down to 35/5 at one point in the match.","FEBRUARY 20, 2025 17:48 IST"
sports,Real Madrid dump Manchester City out of Champions League after Kylian Mbappe hat-trick: Who’s saying what,"Carlo Ancelotti on Kylian Mbappe: 'He has the quality to reach his numbers, but he has to work, because Cristiano set the bar very high, but he is so excited to play here, he can reach Cristiano's level.'","FEBRUARY 20, 2025 16:48 IST"
sports,IND vs PAK: What per cent chance do Pakistan have of staying in Champions Trophy? Mohammad Amir replies,Pakistan lost the first game of the ICC Champions Trophy to New Zealand by 60 runs at Karachi and will take on India on Sunday.,"FEBRUARY 20, 2025 15:38 IST"
sports,"Champions Trophy IND vs BAN: Mohammed Shami, who reaches 200 ODI wickets, recalls comeback tale – ‘Was scared to put my foot on ground…’","Shami, who is on a comeback trail after missing more than a year of international cricket, told ICC that after 60 days when they asked him to put his foot on the ground, he felt like a toddler learning how to walk.","FEBRUARY 20, 2025 17:28 IST"
sports,"Afghanistan vs South Africa: Date, Time, Squad, Predicted XI, Weather Report",Hashmatullah Shahidi-led Afghanistan will lock horns against Temba Bavuma's South Africa in their first match of the ongoing Champions Trophy at the newly-renovated National Stadium in Karachi on Friday.,"FEBRUARY 22, 2025 11:15 IST"
sports,"India vs Bangladesh Champions Trophy 2025: Rohit Sharma and Co asked to bowl first, Harshit Rana gets nod ahead of Arshdeep Singh","IND vs BAN Match Confirmed Playing 11 and pitch report, Champions Trophy 2025: Bangladesh opted to bat in Dubai but Rohit Sharma said he wanted to field first anyway. With no dew expected as per the pitch report, batting first was the recommended option by former England captain Nasser Hussain.","FEBRUARY 20, 2025 14:28 IST"
sports,"‘Jasprit Bumrah okay, training at NCA’, reveals wife Sanjana Ganesan",Bangladeshi all-rounder Mehidy Hasan Miraz says all the opponents are ‘very happy’ Jasprit Bumrah is ruled out of India’s Champions Trophy squad,"FEBRUARY 20, 2025 13:13 IST"
sports,‘Mulk phle ya Babar Azam’: Basit Ali questions Pakistan batter’s patriotism,Basit Ali says people call him traitor for criticising Babar Azam.,"FEBRUARY 20, 2025 14:52 IST"
sports,"OFFICIAL: Pakistan’s Fakhar Zaman ruled out of Champions Trophy, here’s who replaces him in the squad ahead of IND vs PAK",Fakhar Zaman sustained the injury in the very first over on Wednesday while fielding in Pakistan’s opening match against New Zealand,"FEBRUARY 20, 2025 15:46 IST"
sports,Mohammed Hafeez questions Babar Azam’s intent: ‘He looked satisfied after scoring the fifty’,Babar Azam's struggle in his new role as an ODI opener continued as he made a scratchy 64 off 90 balls.,"FEBRUARY 20, 2025 12:19 IST"
sports,"India vs Bangladesh, Champions Trophy 2025 Highlights: Shubman Gill scores century to power IND to 6-wicket win",India vs Bangladesh Champions Trophy 2025 Highlights: BAN slumped to 35/5 at one stage. Axar Patel nearly got a hat-trick. Towhid Hridoy scored a century. Shubman Gill scored a century for IND in the chase.,"FEBRUARY 21, 2025 09:36 IST"
sports,Want Magnus Carlsen’s ‘forbidden jeans’? You can own it if you have around Rs 7 lakh (at least),"Listed as ""Chess Grandmaster Magnus Carlsen's #JeansGate Jeans"", the apparel is currently going for $8,000 after 35 bids","FEBRUARY 20, 2025 11:37 IST"
sports,"Shoaib Malik backs Pakistan to win do-or-die match against India, Shoaib Akhtar wants them to be aggressive against arch-rivals",Pakistan will face India in a must-win match on Sunday at the Dubai International Stadium.,"FEBRUARY 20, 2025 11:13 IST"
sports,Babar Azam has let Pakistan down: Ahmed Shehzad,Ahmed Shehzad says Babar Azam has not performed for Pakistan in the past three years.,"FEBRUARY 20, 2025 10:41 IST"
sports,Cheteshwar Pujara on Babar Azam’s 90-ball 64: ‘You don’t need to play for your own runs’,Cheteshwar Pujara says Babar Azam didn't showed any intent and looked under extreme pressure during his knock against New Zealand.,"FEBRUARY 20, 2025 09:38 IST"
sports,Wasim Akram slams Babar Azam’s slow knock vs NZ: ‘Don’t want 60 off 90 balls from main player’,Babar Azam's struggle in his new role as an ODI opener continued as he made a scratchy 64 off 90 balls.,"FEBRUARY 20, 2025 21:54 IST"
sports,India vs Bangladesh: How will pitch for IND vs BAN play and what’s weather like in Dubai?,"India will begin their Champions Trophy quest on Thursday as they take on Bangladesh at the Dubai International stadium. With India coming in with five spinners in the tournament, the conditions in Dubai might be more conducive for the pace bowlers.","FEBRUARY 21, 2025 09:37 IST"
sports,"When Team India visited Pakistan in 2004, PM Atal Bihari Vajpayee told players: ‘Dil jeetke aana’","India vs Pakistan: Sourav Ganguly, who was the captain of the team, revealed the uncertainty in the team about travelling to Pakistan: ""'Wahaan pe kya hoga?' some players were thinking,"" he said.","FEBRUARY 20, 2025 10:16 IST"
sports,"Champions Trophy PAK vs NZ: Babar Azam’s go-slow, Glenn Phillips stunner and other first impressions",Pakistan look slow and unsteady while New Zealand get off to a flying start.,"FEBRUARY 20, 2025 13:21 IST"
sports,India vs Bangladesh Champions Trophy 2025: When and Where to watch IND vs BAN Match?,The Champions Trophy 2025 match between India and Bangladesh will be aired LIVE on the Star Sports and Sports18 channels in India and Live Streaming on JioHotstar App.,"FEBRUARY 21, 2025 09:36 IST"
sports,"IND vs BAN: Arshdeep Singh to start over Harshit Rana, Kuldeep Yadav to pip Varun Chakravarthy",The Indian Express predicts the Playing XI of India and Bangladesh for the second match of the Champions Trophy.,"FEBRUARY 21, 2025 09:37 IST"
sports,WPL 2025 | UPW vs DC: Meg Lanning’s return to form a positive as Delhi Capitals leave it late to beat UP Warriorz,"For a team that was arguably the strongest on paper before the tournament started, DC's start has been laboured, but having stumbled at the finish line for the first two years, maybe they are – as the cliche goes – looking to peak at the right time.","FEBRUARY 20, 2025 08:26 IST"
sports,Champions Trophy: Pakistan’s bewildering naivety leads to morale-crushing defeat against New Zealand,"In their inability to seize the moments and deliver the knockout blows, in their shuddering strategies, in their lack of exigency plans, or in their sheer stage fright, Pakistan displayed naivety on their big night in Karachi.","FEBRUARY 20, 2025 08:22 IST"
sports,Champions Trophy: Fate of Rohit Sharma-Gautam Gambhir era on the line,The Champions Trophy could well be the face saving one or a tournament that pulls down the curtains for some players.,"FEBRUARY 20, 2025 08:22 IST"
sports,"FIH Pro League: With concerns around workload, Hardik returns to make significant impact in win vs Germany","Craig Fulton has acknowledged the toll on players' workload, but India – with better control, energy, and creativity – see off a tough German challenge.","FEBRUARY 20, 2025 08:25 IST"
sports,Ranji Trophy: Priyank Panchal’s commanding hundred puts Kerala under pressure,Local boy Priyank Panchal was not surprised by the lack of a crowd-infused glamour to his masterful 29th First-Class century that nearly reduced Kerala’s stoicism and grit to pieces.,"FEBRUARY 20, 2025 08:24 IST"
sports,I want to enjoy remaining years of my cricket career like a child: MS Dhoni,"The 43-year-old former captain, who led India to World Cup wins in 2011 (ODI) and 2007 (T20) along with the Champions Trophy triumph in 2013, last made his international appearance for the country in June 2019.","FEBRUARY 19, 2025 21:11 IST"
sports,‘Upbeat’ Bangladesh captain Shanto confident about home-like conditions to help his team against India in Champions Trophy,"For Bangladesh to stand a chance against India, a lot rides on their pacers’s effectiveness, especially their pacer Nahid Rana, against some in-form batsmen.","FEBRUARY 20, 2025 08:23 IST"
sports,Vidarbha in driver’s seat despite Mumbai lower-order fightback in Ranji Trophy semi-final,"Defending champion Mumbai, who resumed their innings at 188/7, saw their last three batsmen adding 82 runs. Anand and Tanush Koitan scored 67 of those runs, which enabled Mumbai to get closer to Vidarbha’s total of 383.","FEBRUARY 20, 2025 08:24 IST"
sports,"‘There only two spinners, the rest are all-rounders’: Rohit Sharma before India’s match vs Bangladesh in Champions Trophy","Varun Chakaravarthy and Kuldeep Yadav are the two specialists spinners while the other options in that department are Ravindra Jadeja, Axar Patel and Washington Sundar, who all are very capable batters.","FEBRUARY 19, 2025 20:11 IST"
sports,"Jannik Sinner doping ban: WADA defends settlement, says it has entered ‘70-odd such agreements’ in last four years","Sinner failed two dope tests, testing positive for banned anabolic steroid clostebol, in March last year but was found “to bear no fault or negligence” by the International Tennis Integrity Agency (ITIA) and escaped a ban after successfully appealing his case of accidental contamination.","FEBRUARY 19, 2025 19:38 IST"
sports,PAK vs NZ: Is Kiwis’ score of 320 further proof that Champions Trophy will be dominated by batters?,New Zealand’s well-paced first-innings total is the sixth 300+ score in the last nine ODI innings in Pakistan.,"FEBRUARY 19, 2025 18:59 IST"
sports,‘I have always liked this tournament; it represents consistency’: Virat Kohli on Champions Trophy,"Kohli has played three editions of the 50-over event in 2009, 2013 and 2017 and will take to the field for his fourth straight edition of the tournament when India take on Bangladesh on Thursday in Dubai.","FEBRUARY 19, 2025 18:25 IST"
sports,‘Does he play for India’: A dejected Hasan Ali questions PCB over biases in injury management and giving VVIP treatment to Saim Ayub,Hasan Ali was on the was sidelines due to a back injury for more than 16 months in 2020.,"FEBRUARY 19, 2025 18:45 IST"
sports,Babar Azam dethroned from top spot by India star in ICC ODI rankings; Maheesh Theekshana tops bowling rankings,"Shubman Gill has been in fine form recently, scoring two fifties and a century in the recent three-match ODI series against England at home which India won 3-0","FEBRUARY 19, 2025 17:56 IST"
sports,"Milind Rege, his love for Mumbai cricket and why I won’t be there at his funeral: Sunil Gavaskar","On Wednesday morning, former Mumbai Ranji Trophy captain Milind Rege died at 76. His childhood friend Sunil Gavaskar offers an emotional tribute","FEBRUARY 20, 2025 08:28 IST"
sports,‘We were not seeing whom we were facing in the final’: Hasan Ali recalls 2017 CT final triumph,Hasan Ali had taken 13 wickets in the 2017 Champions Trophy including three in the 180-run win over in final against India.,"FEBRUARY 19, 2025 18:49 IST"
sports,New Zealand’s Will Young scores first century of 2025 Champions Trophy in match vs Pakistan,The Kiwi batter took 107 deliveries to reach his 100 in an innings peppered with 11 fours and 1 six.,"FEBRUARY 19, 2025 17:32 IST"
sports,"WPL 2025, DC-W vs UPW-W: When and where to watch Delhi Capitals vs UP Warriorz?","In the last match of the Vadodara leg of the Women's Premier League, Delhi Capitals and UP Warriorz will lock horns at the Kotambi Stadium before the action shifts to Bengaluru. The Delhi Capitals have one win and one draw and the Warriorz have played one and lost one against the Gujarat Giants.","FEBRUARY 20, 2025 10:10 IST"
sports,"India vs Bangladesh Champions Trophy 2025: Date, Squad, Predicted Playing XI, Weather, Pitch Report","The India vs Bangladesh match will happen on February 20 (Thursday) at 2.30 pm. The match will be played at Dubai International Cricket Stadium, Dubai. The match will be broadcast on TV on Star Sports and Network 18 channels.","FEBRUARY 21, 2025 09:36 IST"
sports,Novak Djokovic confirms coaching partnership with Andy Murray will continue,Retired tennis player Andy Murray will continue to coach Serbian tennis player Novak Djokovic.,"FEBRUARY 19, 2025 13:59 IST"
sports,"Babar Azam: ‘There’s no pressure of anything on Pakistan team, what’s happened in past is beyond us’",Pakistan were eliminated in the group stage in the last two ICC tournaments. What made matters worse was that at the ICC Men’s T20 World Cup 2024 -- where arch-rivals India won the title -- Pakistan endured a humbling defeat to the USA.,"FEBRUARY 19, 2025 13:58 IST"
sports,R Ashwin on Champions Trophy: ‘Salman Agha could become poster boy for Pakistan cricket’,Salman Agha comes in Champion Trophy with his maiden ODI hundred scored last week in tri-nation series,"FEBRUARY 19, 2025 13:14 IST"
sports,‘Indian cricket team much more relaxed when playing Pakistan’: R Ashwin on India vs Pakistan,India will face Pakistan in a high-voltage ICC Champions Trophy group stage match on February 23,"FEBRUARY 19, 2025 12:46 IST"
sports,"Pakistan vs New Zealand, Champions Trophy 2025 Highlights: Babar Azam, Khushdil Shah’s fifties fall short as NZ defeat PAK by 60 runs","PAK vs NZ, Champions Trophy 2025 Pakistan vs New Zealand Highlights: Tom Latham scored an unbeaten 118 while Will Young scored 107. Glenn Phillips also slammed a 39-ball 61 in the cause.","FEBRUARY 20, 2025 00:49 IST"
sports,"Cricket: Ex-Mumbai captain Milind Rege dies at 76, players wear black armbands in Ranji Trophy match","Ahead of the day's play in Nagpur in the Ranji Trophy semifinal, Mumbai and Vidarbha players observed silence as a mark of respect to Milnd Rege. The Mumbai players wore black armbands as well.","FEBRUARY 20, 2025 08:28 IST"
sports,PAK vs NZ: How will pitch for Pakistan vs New Zealand ODI play?,"Pakistan and New Zealand are facing each other once again after the recent Tri-Series final at the National Stadium in Karachi, the same venue where the Kiwis outclassed the hosts and won the Tri-Series trophy last Friday.","FEBRUARY 20, 2025 10:08 IST"
sports,"Stage set in Karachi today, India waits in Dubai as hybrid Champions Trophy kickstarts","“There are millions who are waiting to see Kohli and Bumrah play in Lahore,"" says Mudassar Nazar, the former Pakistan allrounder","FEBRUARY 19, 2025 12:24 IST"
sports,PAK vs NZ: Haris Rauf returns for Pakistan; New Zealand fret over Rachin Ravindra,Pakistan will take on New Zealand in the opening match of the Champions Trophy just 5 days after losing the Tri-Series final to the Kiwis last Friday.,"FEBRUARY 20, 2025 10:08 IST"
sports,PAK vs NZ Streaming guide: When and where to watch Pakistan vs New Zealand match,PAK vs NZ: Hosts Pakistan start their defense of the Champions Trophy title which they won in 2017 at the National Stadium in Karachi on Wednesday when they take on New Zealand in the tournament opener.,"FEBRUARY 20, 2025 10:07 IST"
sports,WPL: Clinical Mumbai Indians trounce Gujarat Giants by five wickets,"Sciver-Brunt smashed a 39-ball 57, her second consecutive half-century, after taking two wickets for 26, as MI first bowled out GG for a modest 120 and then chased down the target, scoring 122 for 5 with 3.5 overs to spare.","FEBRUARY 19, 2025 08:18 IST"
sports,"Hockey Pro League: With Harmanpreet Singh and Hardik Singh out injured, India lose to Germany 1-4","Florian Sperling (7’), Thies Prinz (14’), Michael Struthoff (48’) and Raphael Hartkopf (55’) scored for Germany while Gurjant Singh (13’) was on target for India.","FEBRUARY 18, 2025 23:41 IST"
sports,Blindspots in Jannik Sinner doping case: How did he and his team miss the Clostebol drug problem in Italian sport?,"Sinner and Moraschini are not isolated cases because Italian sport has a Clostebol problem, from football to tennis to basketball.","FEBRUARY 18, 2025 21:44 IST"
sports,Ranji Trophy: Md Azharuddeen prolongs Gujarat’s agony with a leisurely 149* as Kerala aim for 500,Coach Amay Khurasia keeps sending his batsmen paper-written notes to fortify Kerala's attritional abilities in batting.,"FEBRUARY 19, 2025 08:17 IST"
sports,‘Not even Guardiola believes what he said’: Carlo Ancelotti dismisses Pep’s claim of Manchester City having 1% chance against Real Madrid,"Last week, Real came back to win 3-2 against City at the Etihad in another classic encounter between the two teams which have lit up the tournament in recent times.","FEBRUARY 18, 2025 20:57 IST"
sports,Hockey: Harendra Singh’s ‘Dhyan Chand’ card to try and inspire the Indian women’s team towards LA 2028,"FIH Pro League: India have their work cut out for them, as evidenced in the 3-4 loss to Spain, but under new coach Harendra Singh, 'a fire has been lit' inside the young squad.","FEBRUARY 19, 2025 11:49 IST"
sports,Ranji Trophy: Spinner Parth Rekhade wrecks Mumbai who go from 113/2 to 113/5 in one lethal 41st over,"At stumps, Mumbai were on 188/7, trailing Vidarbha by 195 runs with Anand and Tanush Kotian batting on 67 and 5 respectively, after left arm spinner inflicted a shock in what was only his second Ranji match.","FEBRUARY 19, 2025 08:18 IST"
sports,Ranji Trophy: How unlikely Shivam Dube instigated a Vidarbha collapse,"A yard quicker and cleverly employing the short-ball, all-rounder runs through the lower order.","FEBRUARY 18, 2025 20:27 IST"
sports,"ICC Champions Trophy 2025: Full Schedule, Results, Time Table, Fixtures, Teams, Match List, Timings, Venues","ICC Champions Trophy 2025 Schedule, Fixtures, Time Table, Match List: Here's the full schedule for the Champions Trophy, including the big India vs Pakistan game. Scroll down for a team-wise schedule.","FEBRUARY 23, 2025 22:28 IST"
sports,"12,000 police officers and 9 charter flights: Here’s how Pakistan is preparing for ICC Champions Trophy 2025",Pakistan is set to host a major ICC tournament after a gap of 29 years and the country has been preparing for the same for past few months.,"FEBRUARY 19, 2025 08:48 IST"
sports,World record: USA beat Oman to defend lowest ever ODI total,It is the lowest successfully defended totals in men's ODIs and excluding matches with a revised target or reduced overs.,"FEBRUARY 18, 2025 19:35 IST"
sports,"Shardul Thakur signs with Essex, set to make debut in English county cricket","The 33-year-old, who has played 47 ODIs, 11 Tests and 25 T20Is for India, also recently took a hat-trick in the match against Meghalaya.","FEBRUARY 18, 2025 19:15 IST"
sports,Champions Trophy preview: Pace-heavy Pakistan take on subcontinental New Zealand,"There is a lot riding on the tournament for Pakistan —capacity to host a multinational tournament event-free, a shot at rediscovering their mystique and a title defence.","FEBRUARY 19, 2025 08:17 IST"
sports,"GG-W vs MI-W, WPL 2025: When and where to watch Gujarat Giants vs Mumbai Indians match","Gujarat Giants vs Mumbai Indians, GG-W vs MI-W, WPL 2025 5th Match Live Score Streaming Online & Telecast Channel: The Indian Express provides all the livestreaming info of Gujarat Giants vs Mumbai Indians match.","FEBRUARY 19, 2025 01:01 IST"
sports,Jaspal Rana will continue as my coach: Manu Bhaker,"Under Rana's personal guidance, Manu, who was struggling after the Tokyo Games, made a remarkable comeback and became the first Indian to win two medals in a single edition of the Olympics since Independence.","FEBRUARY 18, 2025 17:52 IST"
sports,Important for us to play to our optimum level: PAK captain Mohammad Rizwan before opening match vs NZ in Champions Trophy,The Pakistan captain also urged his side to show the same resilience in the Champions Trophy which they had shown during the 10-year period when no international side toured the country.,"FEBRUARY 18, 2025 17:39 IST"
sports,"‘Slowly, we fell in love’: Neeraj Chopra opens up about his marriage with Himani Mor","In a short post on his social media pages, Neeraj had shared pictures from the ceremony held in Himachal Pradesh on January 16.","FEBRUARY 18, 2025 17:18 IST"
sports,Why Gukesh’s winless run at Weissenhaus in Freestyle Chess is nothing to worry about,"Freestyle chess demands that Gukesh fights the habit of calculation and preparation, something he has aced while becoming Classical World Champion","FEBRUARY 20, 2025 02:48 IST"
sports,I have not resigned: Mary Kom responds to reports of her leaving role of IOA’s athletes commission chairperson,"""I don't know why is it that every time I raise my voice for something, it is misunderstood like this? Lot of my fellow athletes speak their mind on so many issues but nobody gets misunderstood,"" Mary Kom said.","FEBRUARY 18, 2025 16:48 IST"
sports,"Pakistan vs New Zealand: Weather update, predicted XI, squads and other details","Pakistan vs New Zealand (PAK vs NZ), Champions Trophy 2025 Match Date and Time, Live Streaming, Telecast, Head to Head, Playing XI Prediction, National Stadium Pitch Report: A bright and sunny day is expected in Karachi for the tournament opener.","FEBRUARY 20, 2025 10:09 IST"
sports,ICC Champions Trophy ultimate guide: Everything you need to know about mega event,"ICC Champions Trophy guide: India find themselves in Group A at the Champions Trophy with Pakistan, Bangladesh and New Zealand.","FEBRUARY 18, 2025 14:37 IST"
sports,BWF Rankings: PV Sindhu drops two spots to World number 15,Double Olympic medalist shuttler PV Sindhu dropped two places in BWF Rankings and is placed at world number 15 currently.,"FEBRUARY 18, 2025 13:49 IST"
sports,Inzamam Ul Haq on terror attack on Sri Lanka in 2009: ‘We were punished for 10 years… Our cricket went backwards’,"The attack on the Sri Lankan cricket team happened on March 3, 2009 in Lahore. The team bus was ambushed just outside the Gaddafi Stadium by 12 gunmen, heavily armed, wielding assault rifles, grenades and rocket launchers.","FEBRUARY 18, 2025 12:31 IST"
sports,ICC Champions Trophy 2025: Fever-pitch excitement in Pakistan ahead of big-ticket event,ICC Champions Trophy 2025: The Champions Trophy will start will Pakistan taking on New Zealand on Wednesday.,"FEBRUARY 19, 2025 01:30 IST"
sports,Champions Trophy: Controversy erupts after India flag is missing on roof of National Stadium in Karachi,India will not be travelling to Pakistan for the Champions Trophy and will play all its matches in UAE.,"FEBRUARY 18, 2025 10:12 IST"
sports,‘Not a good image for tennis’: Novak Djokovic says there’s lack of trust for WADA after Jannik Sinner case,"Speaking about the Sinner case, Djokovic said: ""A majority of the players don’t feel that it’s fair... feel like there is favoritism happening. It appears that you can almost affect the outcome if you are a top player, if you have access to the top lawyers”","FEBRUARY 18, 2025 09:09 IST"
sports,Jude Bellingham sending off: Spain debates linguistic nuance of footballer’s foul language,"Monday's mainstream TV shows, radio phone-ins and the front pages of newspapers and major websites wrestled with the concept of Bellingham's novel defence that he did not shout ""f*** you"" at the official, but merely ""f*** off"".","FEBRUARY 18, 2025 00:57 IST"
sports,WPL 2025: Smriti Mandhana leads from the front as RCB thrash Delhi Capitals,Skipper Smriti Mandhana led from front as Royal Challengers Bengaluru defeated Delhi Capitals by eight wickets to win second consecutive game of the Women's Premier League 2025.,"FEBRUARY 17, 2025 23:59 IST"
sports,"WADA explains why Jannik Sinner got 3-month ban for Clostebol, but figure skater was handed 6-year ban","WADA pointed out that while both cases involved the same substance, the specific facts related to Barquero's case were “very different” to Sinner's.","FEBRUARY 17, 2025 22:59 IST"
sports,The Afghan campaign: Spinners will sparkle but can the batsmen shine?,"Even on Pakistan’s batting tracks, Rashid Khan and co. can be expected to do their thing, but Afghanistan’s progress will depend on the allrounder Azmatullah Omarzai and the batsmen","FEBRUARY 18, 2025 07:31 IST"
sports,ICC Champions Trophy: Haris Rauf resumes bowling in nets in massive relief for Pakistan,There were doubts over Haris Rauf playing for Pakistan in the upcoming ICC Champions Trophy after he sustained a muscular strain in his lower chest wall in the first match of the recently-concluded three-nation event,"FEBRUARY 17, 2025 21:57 IST"
sports,Block it baby: Kerala inch ahead with Sachin Baby’s go-slow approach in Ranji Trophy semis,"On a tacky pitch, Kerala show exemplary caution to reach 206 for 4 on opening day against Gujarat","FEBRUARY 17, 2025 21:09 IST"
sports,"Ranji Trophy semifinals: Danish Malewar, Dhruv Shorey hit 70s but Mumbai fight back against Vidarbha","Most batsmen got starts, but their inability to get a big score may come back to haunt the team","FEBRUARY 17, 2025 20:47 IST"
sports,"‘Trisha G has set a benchmark, role clarity helped India win U-19 women’s world cup’: Coach Nooshin Al Khadeer","India won the Under-19 women’s world cup in Malaysia, their second consecutive title in an unbeaten campaign. The coach Nooshin Al Khadeer, who was at the helm for the last two world cups, details the lengthy preparation, and the vital juncture against England in the semi-finals and on stars like Trisha and Vaishnavi.","FEBRUARY 17, 2025 21:17 IST"
sports,Neymar scores first goal since returning to Santos in Brazil in big relief to star,"While he recovers from his knee injury, Neymar has signed a six-month contract with Santos","FEBRUARY 17, 2025 19:56 IST"
sports,"‘Hardik Pandya once ate only Maggi for 3 years, Jasprit Bumrah would talk to ball’: Nita Ambani",Mumbai Indians owner Nita Ambani recalled anecdotes of Hardik Pandya and Jasprit Bumrah's early days with the franchise.,"FEBRUARY 17, 2025 18:16 IST"
sports,DC-W vs RCB-W: When and where to watch Delhi Capitals vs Royal Challengers Bengaluru match,Delhi Capitals take on Royal Challengers Bengaluru in a re-match of last season Women's Premier League finale. Both sides are two of the strongest teams in the WPL.,"FEBRUARY 18, 2025 13:50 IST"
sports,"Champions Trophy | Before Bumrah’s arrival, it was Shami who carried India’s attack all through, says Laxmipathy Balaji","In the Champions Trophy, Mohammed Shami will lead India's attack in absence of Jasprit Bumrah.","FEBRUARY 17, 2025 13:40 IST"
sports,"IPL 2025: Full Schedule, Fixtures, Time Table, Match Dates, Timings, Venues",IPL 2025 Full Schedule Fixtures: Defending champions Kolkata Knight Riders will host the Royal Challengers Bengaluru at the iconic Eden Gardens in Kolkata on March 22 to kick-start the tournament.,"FEBRUARY 17, 2025 13:07 IST"
sports,Sarfaraz Ahmed opens up about MS Dhoni’s iconic photo with his son before 2017 Champions Trophy final,"The picture of MS Dhoni holding Sarfaraz Ahmed's son, Abdullah, went viral before the 2017 Champions Trophy final between India and Pakistan.","FEBRUARY 17, 2025 12:25 IST"
sports,"Champions Trophy: Hopefully Pakistan cricket team will play exactly the way PCB has worked to renovate all stadiums, says Muhammad Yousuf",Muhammad Yousuf says New Zealand and India are the most balanced sides but Pakistan will have an edge as they are playing at home.,"FEBRUARY 17, 2025 11:06 IST"
sports,Brand CR7 leaps higher than footballer Cristiano Ronaldo,"From the staple refuge of tourism, leisure, hospitality and clothing brands to unusual streams like tableware, home decor, and a hair-transplant chain in Spain, his expansive forays have grown exponentially just like the cult of Ronaldo.","FEBRUARY 17, 2025 10:06 IST"
sports,"Ajinkya Rahane still hopeful of India comeback, says ‘fire and passion’ still there",Ajinkya Rahane banks on his experience and fitness and believes age is just a number.,"FEBRUARY 17, 2025 09:36 IST"
sports,‘My mother used to babysit to earn extra money. Those memories are in my mind’: Ajinkya Rahane explains his philosophy,"Ajinkya Rahane is very particular about how he spends his money, and took his time before buying a new car.","FEBRUARY 17, 2025 09:17 IST"
sports,"Ajinkya Rahane: ‘I got an offer to become an expert. It was easy and good money but within me, a person is saying I still can (play)’",Ajinkya Rahane will forever be remembered for leading an Indian team missing several of its first-choice stars to a comeback series win for the ages in Australia in 2020-21.,"FEBRUARY 17, 2025 09:05 IST"
sports,"Ajinkya Rahane: ‘People say I need to be in the news … I don’t have a PR team, my PR is my cricket’","Ajinkya Rahane Exclusive Interview | Selectors seemed to have moved on and Rahane seems to have become a player from the past, but the veteran hasn't given up hopes of a comeback.","FEBRUARY 17, 2025 14:21 IST"
sports,"WPL 2025: Priya Mishra signals her arrival, Ash Gardner continues good form as Gujarat Giants defeat UP Warriorz","Gardner was named player of the match for her bowling figures of 2/39, a fine catch to dismiss Deepti and a blistering knock with the bat","FEBRUARY 17, 2025 08:13 IST"
sports,"Craig Fulton’s tweaks work, as India bounce back against Spain; women’s team play another thriller","Despite Harmanpreet Singh's absence, the Indian men produced an improved showing for a 2-0 win to get their season going","FEBRUARY 17, 2025 08:15 IST"
